ts,open,high,low,close,volume,time
1730419200000,2518.44,2527.49,2517.03,2527.1,994.31681,2024-11-01 00:00:00+00:00
1730420100000,2527.1,2531.4,2524.11,2529.73,1609.5958,2024-11-01 00:15:00+00:00
1730421000000,2529.73,2529.93,2522.31,2526.81,1121.04325,2024-11-01 00:30:00+00:00
1730421900000,2526.81,2532.82,2524.36,2524.41,976.58284,2024-11-01 00:45:00+00:00
1730422800000,2524.41,2530.39,2523.07,2529.27,798.03962,2024-11-01 01:00:00+00:00
1730423700000,2529.27,2530.7,2518.4,2519.74,1194.66795,2024-11-01 01:15:00+00:00
1730424600000,2519.74,2520.72,2494.71,2519.0,4878.22652,2024-11-01 01:30:00+00:00
1730425500000,2519.0,2525.19,2496.63,2501.41,3442.89899,2024-11-01 01:45:00+00:00
1730426400000,2501.41,2505.37,2467.0,2483.43,7471.24651,2024-11-01 02:00:00+00:00
1730427300000,2483.43,2507.23,2482.5,2505.53,2103.73799,2024-11-01 02:15:00+00:00
1730428200000,2505.53,2512.34,2502.8,2506.05,2057.76673,2024-11-01 02:30:00+00:00
1730429100000,2506.05,2512.68,2494.51,2510.2,1464.0042,2024-11-01 02:45:00+00:00
1730430000000,2510.2,2515.82,2508.41,2512.66,936.05444,2024-11-01 03:00:00+00:00
1730430900000,2512.66,2519.97,2511.23,2516.48,750.80591,2024-11-01 03:15:00+00:00
1730431800000,2516.48,2518.02,2504.91,2504.91,1035.03736,2024-11-01 03:30:00+00:00
1730432700000,2504.91,2506.77,2498.3,2503.03,1516.47424,2024-11-01 03:45:00+00:00
1730433600000,2503.03,2508.22,2502.1,2506.0,649.32628,2024-11-01 04:00:00+00:00
1730434500000,2506.0,2508.87,2501.31,2506.64,749.40343,2024-11-01 04:15:00+00:00
1730435400000,2506.64,2512.74,2505.6,2512.69,886.51106,2024-11-01 04:30:00+00:00
1730436300000,2512.69,2516.19,2510.29,2513.39,558.1255,2024-11-01 04:45:00+00:00
1730437200000,2513.39,2514.96,2508.92,2510.06,498.3572,2024-11-01 05:00:00+00:00
1730438100000,2510.06,2513.0,2507.43,2509.86,755.35554,2024-11-01 05:15:00+00:00
1730439000000,2509.86,2512.98,2508.4,2511.0,714.64764,2024-11-01 05:30:00+00:00
1730439900000,2511.0,2514.37,2508.54,2510.25,743.34227,2024-11-01 05:45:00+00:00
1730440800000,2510.25,2513.36,2499.84,2501.14,1418.73144,2024-11-01 06:00:00+00:00
1730441700000,2501.14,2508.9,2501.07,2506.45,1388.65588,2024-11-01 06:15:00+00:00
1730442600000,2506.45,2511.99,2503.62,2508.59,918.51854,2024-11-01 06:30:00+00:00
1730443500000,2508.59,2513.48,2499.85,2500.33,1201.1517,2024-11-01 06:45:00+00:00
1730444400000,2500.33,2505.63,2485.16,2487.73,2287.43338,2024-11-01 07:00:00+00:00
1730445300000,2487.73,2503.01,2487.31,2501.72,1488.11702,2024-11-01 07:15:00+00:00
1730446200000,2501.72,2507.99,2501.33,2502.45,918.49151,2024-11-01 07:30:00+00:00
1730447100000,2502.45,2507.08,2497.79,2503.93,1212.09562,2024-11-01 07:45:00+00:00
1730448000000,2503.93,2508.36,2501.45,2508.36,1080.26356,2024-11-01 08:00:00+00:00
1730448900000,2508.36,2515.27,2508.22,2512.96,1439.54272,2024-11-01 08:15:00+00:00
1730449800000,2512.96,2515.04,2503.63,2508.99,1280.56925,2024-11-01 08:30:00+00:00
1730450700000,2508.99,2508.99,2494.76,2501.0,1471.68261,2024-11-01 08:45:00+00:00
1730451600000,2501.0,2507.21,2498.61,2507.15,1037.88677,2024-11-01 09:00:00+00:00
1730452500000,2507.15,2508.56,2501.01,2503.48,881.54015,2024-11-01 09:15:00+00:00
1730453400000,2503.48,2511.15,2501.82,2509.84,1153.90139,2024-11-01 09:30:00+00:00
1730454300000,2509.84,2513.58,2507.7,2510.78,848.28653,2024-11-01 09:45:00+00:00
1730455200000,2510.78,2513.49,2509.13,2512.71,977.36347,2024-11-01 10:00:00+00:00
1730456100000,2512.71,2521.34,2511.63,2518.33,2066.26465,2024-11-01 10:15:00+00:00
1730457000000,2518.33,2525.0,2513.11,2516.32,2150.55409,2024-11-01 10:30:00+00:00
1730457900000,2516.32,2521.57,2512.82,2518.82,1093.25967,2024-11-01 10:45:00+00:00
1730458800000,2518.82,2524.4,2518.14,2522.96,943.9645,2024-11-01 11:00:00+00:00
1730459700000,2522.96,2526.15,2521.06,2523.11,829.69585,2024-11-01 11:15:00+00:00
1730460600000,2523.11,2523.18,2519.01,2521.14,634.69103,2024-11-01 11:30:00+00:00
1730461500000,2521.14,2521.56,2515.74,2515.74,592.52593,2024-11-01 11:45:00+00:00
1730462400000,2515.74,2522.69,2514.85,2520.9,671.6053,2024-11-01 12:00:00+00:00
1730463300000,2520.9,2524.09,2518.81,2519.64,604.99188,2024-11-01 12:15:00+00:00
1730464200000,2519.64,2543.38,2516.09,2535.9,4792.92277,2024-11-01 12:30:00+00:00
1730465100000,2535.9,2542.4,2531.52,2536.96,1422.66521,2024-11-01 12:45:00+00:00
1730466000000,2536.96,2537.19,2530.2,2533.5,1067.8274,2024-11-01 13:00:00+00:00
1730466900000,2533.5,2539.63,2531.69,2536.4,808.74542,2024-11-01 13:15:00+00:00
1730467800000,2536.4,2562.34,2535.01,2551.29,4529.50735,2024-11-01 13:30:00+00:00
1730468700000,2551.29,2576.03,2546.96,2573.71,3977.5317,2024-11-01 13:45:00+00:00
1730469600000,2573.71,2581.13,2560.72,2577.61,3295.14285,2024-11-01 14:00:00+00:00
1730470500000,2577.61,2586.69,2572.88,2574.89,2673.29137,2024-11-01 14:15:00+00:00
1730471400000,2574.89,2581.74,2557.54,2560.25,3107.90274,2024-11-01 14:30:00+00:00
1730472300000,2560.25,2568.48,2550.99,2561.9,4069.23632,2024-11-01 14:45:00+00:00
1730473200000,2561.9,2565.14,2546.81,2554.2,3109.21256,2024-11-01 15:00:00+00:00
1730474100000,2554.2,2554.2,2538.48,2547.37,2696.13158,2024-11-01 15:15:00+00:00
1730475000000,2547.37,2547.79,2502.16,2512.52,7051.33317,2024-11-01 15:30:00+00:00
1730475900000,2512.52,2512.99,2481.49,2499.93,7477.8472,2024-11-01 15:45:00+00:00
1730476800000,2499.93,2522.91,2498.16,2522.43,3053.06033,2024-11-01 16:00:00+00:00
1730477700000,2522.43,2538.22,2516.63,2523.55,3952.69539,2024-11-01 16:15:00+00:00
1730478600000,2523.55,2529.28,2504.98,2510.3,3345.79621,2024-11-01 16:30:00+00:00
1730479500000,2510.3,2522.92,2506.86,2518.21,1814.79896,2024-11-01 16:45:00+00:00
1730480400000,2518.21,2525.29,2507.13,2520.8,2528.26977,2024-11-01 17:00:00+00:00
1730481300000,2520.8,2530.96,2519.9,2522.72,1595.02864,2024-11-01 17:15:00+00:00
1730482200000,2522.72,2523.19,2509.26,2511.13,1722.93257,2024-11-01 17:30:00+00:00
1730483100000,2511.13,2520.97,2508.93,2513.66,1683.89088,2024-11-01 17:45:00+00:00
1730484000000,2513.66,2515.99,2507.5,2511.19,1455.15953,2024-11-01 18:00:00+00:00
1730484900000,2511.19,2517.59,2509.61,2516.0,1723.14864,2024-11-01 18:15:00+00:00
1730485800000,2516.0,2517.76,2510.08,2512.99,1068.41136,2024-11-01 18:30:00+00:00
1730486700000,2512.99,2515.59,2505.66,2508.24,1302.99252,2024-11-01 18:45:00+00:00
1730487600000,2508.24,2513.32,2495.07,2501.31,3301.7327,2024-11-01 19:00:00+00:00
1730488500000,2501.31,2511.1,2499.72,2505.62,1589.27201,2024-11-01 19:15:00+00:00
1730489400000,2505.62,2517.47,2504.61,2513.79,1394.67063,2024-11-01 19:30:00+00:00
