ts,open,high,low,close,volume,time
1735689600000,3337.43,3366.07,3335.43,3346.52,8042.27093,2025-01-01 00:00:00+00:00
1735696800000,3346.52,3368.53,3345.71,3354.9,5192.06016,2025-01-01 02:00:00+00:00
1735704000000,3354.9,3356.72,3339.6,3345.34,4302.59808,2025-01-01 04:00:00+00:00
1735711200000,3345.34,3349.69,3336.69,3347.02,4786.68372,2025-01-01 06:00:00+00:00
1735718400000,3347.02,3349.27,3312.72,3334.73,10362.5187,2025-01-01 08:00:00+00:00
1735725600000,3334.73,3348.67,3323.32,3340.81,5491.72001,2025-01-01 10:00:00+00:00
1735732800000,3340.81,3354.09,3332.26,3344.15,9498.94008,2025-01-01 12:00:00+00:00
1735740000000,3344.15,3360.0,3328.31,3352.99,11089.5563,2025-01-01 14:00:00+00:00
1735747200000,3352.99,3357.29,3322.85,3343.88,10089.04586,2025-01-01 16:00:00+00:00
1735754400000,3343.88,3364.66,3333.16,3357.0,13894.07075,2025-01-01 18:00:00+00:00
1735761600000,3357.0,3371.57,3351.84,3368.58,10150.85106,2025-01-01 20:00:00+00:00
1735768800000,3368.58,3375.39,3352.71,3360.54,9439.45794,2025-01-01 22:00:00+00:00
1735776000000,3360.54,3406.03,3354.64,3384.07,18969.8193,2025-01-02 00:00:00+00:00
1735783200000,3384.07,3402.65,3378.17,3389.0,10254.80015,2025-01-02 02:00:00+00:00
1735790400000,3389.0,3427.71,3388.35,3412.76,15499.1739,2025-01-02 04:00:00+00:00
1735797600000,3412.76,3422.7,3402.12,3420.47,8747.66838,2025-01-02 06:00:00+00:00
1735804800000,3420.47,3471.68,3414.42,3468.71,20311.41897,2025-01-02 08:00:00+00:00
1735812000000,3468.71,3477.23,3457.38,3472.03,17279.23999,2025-01-02 10:00:00+00:00
1735819200000,3472.03,3485.0,3460.56,3466.6,17403.55616,2025-01-02 12:00:00+00:00
1735826400000,3466.6,3511.76,3440.84,3463.89,35125.4631,2025-01-02 14:00:00+00:00
1735833600000,3463.89,3489.92,3429.48,3450.71,19773.48252,2025-01-02 16:00:00+00:00
1735840800000,3450.71,3475.35,3440.45,3463.6,16245.32532,2025-01-02 18:00:00+00:00
1735848000000,3463.6,3475.87,3443.31,3454.39,12339.90169,2025-01-02 20:00:00+00:00
1735855200000,3454.39,3456.52,3422.03,3455.79,16284.11586,2025-01-02 22:00:00+00:00
1735862400000,3455.79,3466.33,3442.86,3465.0,9276.82822,2025-01-03 00:00:00+00:00
1735869600000,3465.0,3477.34,3456.05,3470.68,7539.9342,2025-01-03 02:00:00+00:00
1735876800000,3470.68,3471.13,3444.57,3455.97,7242.54754,2025-01-03 04:00:00+00:00
1735884000000,3455.97,3461.83,3432.14,3433.34,8585.16205,2025-01-03 06:00:00+00:00
1735891200000,3433.34,3451.28,3422.93,3444.16,12468.89377,2025-01-03 08:00:00+00:00
1735898400000,3444.16,3467.92,3438.6,3466.06,10065.54553,2025-01-03 10:00:00+00:00
1735905600000,3466.06,3497.72,3461.51,3482.06,17993.95591,2025-01-03 12:00:00+00:00
1735912800000,3482.06,3576.49,3481.58,3565.41,40044.72223,2025-01-03 14:00:00+00:00
1735920000000,3565.41,3599.21,3565.41,3575.21,25671.52229,2025-01-03 16:00:00+00:00
1735927200000,3575.21,3631.15,3574.21,3622.92,22143.51029,2025-01-03 18:00:00+00:00
1735934400000,3622.92,3623.86,3595.32,3614.79,15049.69996,2025-01-03 20:00:00+00:00
