ts,open,high,low,close,volume,time
1735689600000,93571.01,94482.29,93484.52,94393.55,557.440036,2025-01-01 00:00:00+00:00
1735693200000,94393.55,94406.49,93584.32,93613.73,360.244987,2025-01-01 01:00:00+00:00
1735696800000,93613.73,94103.34,93589.27,94095.16,241.977281,2025-01-01 02:00:00+00:00
1735700400000,94095.16,94101.76,93725.97,93838.2,198.659113,2025-01-01 03:00:00+00:00
1735704000000,93838.2,93838.2,93527.54,93569.99,215.028678,2025-01-01 04:00:00+00:00
1735707600000,93569.99,93940.36,93546.84,93796.38,171.204574,2025-01-01 05:00:00+00:00
1735711200000,93796.38,93799.09,93566.71,93762.73,156.900799,2025-01-01 06:00:00+00:00
1735714800000,93762.73,93810.23,93657.0,93693.32,114.815323,2025-01-01 07:00:00+00:00
1735718400000,93693.32,93764.52,93308.2,93423.36,275.856273,2025-01-01 08:00:00+00:00
1735722000000,93423.36,93486.94,92912.18,93417.14,590.418069,2025-01-01 09:00:00+00:00
1735725600000,93417.14,93541.0,93279.91,93334.83,264.651269,2025-01-01 10:00:00+00:00
1735729200000,93334.83,93721.4,93192.44,93443.35,311.345858,2025-01-01 11:00:00+00:00
1735732800000,93443.35,93970.9,93400.0,93814.0,414.969593,2025-01-01 12:00:00+00:00
1735736400000,93814.0,94057.05,93596.01,94027.23,494.208131,2025-01-01 13:00:00+00:00
1735740000000,94027.23,94448.75,93675.26,94176.0,896.640175,2025-01-01 14:00:00+00:00
1735743600000,94176.0,94512.59,93911.01,94437.91,666.993856,2025-01-01 15:00:00+00:00
1735747200000,94437.91,94502.79,93931.32,94094.83,548.627159,2025-01-01 16:00:00+00:00
1735750800000,94094.83,94195.37,93753.78,94133.86,430.554452,2025-01-01 17:00:00+00:00
1735754400000,94133.86,94379.37,93936.99,94335.89,486.89509,2025-01-01 18:00:00+00:00
1735758000000,94335.89,94823.29,94136.0,94626.58,633.848797,2025-01-01 19:00:00+00:00
1735761600000,94626.58,94865.47,94578.62,94786.84,501.596004,2025-01-01 20:00:00+00:00
1735765200000,94786.84,95171.35,94684.49,94980.02,615.842306,2025-01-01 21:00:00+00:00
1735768800000,94980.02,95008.2,94687.9,94805.11,359.919612,2025-01-01 22:00:00+00:00
1735772400000,94805.11,94963.21,94544.53,94602.88,545.892197,2025-01-01 23:00:00+00:00
1735776000000,94602.88,95385.29,94390.09,95143.97,1444.730231,2025-01-02 00:00:00+00:00
1735779600000,95143.97,95530.93,94732.06,94873.42,1120.931408,2025-01-02 01:00:00+00:00
1735783200000,94873.42,95244.4,94808.74,95244.39,863.943491,2025-01-02 02:00:00+00:00
1735786800000,95244.39,95309.29,94927.61,95016.6,529.28958,2025-01-02 03:00:00+00:00
1735790400000,95016.6,96021.19,94992.06,95714.29,957.051745,2025-01-02 04:00:00+00:00
1735794000000,95714.29,95802.69,95392.03,95597.47,638.908184,2025-01-02 05:00:00+00:00
1735797600000,95597.47,95706.51,95376.32,95590.24,513.831833,2025-01-02 06:00:00+00:00
1735801200000,95590.24,95890.75,95515.06,95832.07,555.116512,2025-01-02 07:00:00+00:00
1735804800000,95832.07,96225.43,95637.53,96146.35,811.817624,2025-01-02 08:00:00+00:00
1735808400000,96146.35,96800.0,96038.26,96745.28,915.41481,2025-01-02 09:00:00+00:00
1735812000000,96745.28,96807.54,96533.82,96716.43,891.677014,2025-01-02 10:00:00+00:00
1735815600000,96716.43,96886.52,96477.37,96747.73,655.710632,2025-01-02 11:00:00+00:00
1735819200000,96747.73,96914.01,96609.96,96859.57,833.205051,2025-01-02 12:00:00+00:00
1735822800000,96859.57,96980.49,96446.71,96470.97,1035.165032,2025-01-02 13:00:00+00:00
1735826400000,96470.97,97428.57,95947.36,97268.96,2131.581278,2025-01-02 14:00:00+00:00
1735830000000,97268.96,97369.9,96161.09,96468.58,1798.331243,2025-01-02 15:00:00+00:00
1735833600000,96468.58,97658.55,96047.16,97239.69,1535.599842,2025-01-02 16:00:00+00:00
1735837200000,97239.69,97597.06,96332.84,96763.15,1489.60004,2025-01-02 17:00:00+00:00
1735840800000,96763.15,97363.83,96402.59,97322.76,1146.209353,2025-01-02 18:00:00+00:00
1735844400000,97322.76,97788.7,97203.52,97329.01,1058.471673,2025-01-02 19:00:00+00:00
1735848000000,97329.01,97850.0,97293.47,97298.34,1141.471235,2025-01-02 20:00:00+00:00
1735851600000,97298.34,97352.8,97040.0,97207.48,432.013494,2025-01-02 21:00:00+00:00
1735855200000,97207.48,97207.48,96686.02,96898.35,371.124326,2025-01-02 22:00:00+00:00
1735858800000,96898.35,97085.09,96781.49,96997.37,401.199246,2025-01-02 23:00:00+00:00
1735862400000,96997.37,97087.69,96787.59,96841.47,421.08109,2025-01-03 00:00:00+00:00
1735866000000,96841.47,97014.6,96652.85,96992.35,391.067508,2025-01-03 01:00:00+00:00
1735869600000,96992.35,97356.31,96853.1,96983.09,442.836151,2025-01-03 02:00:00+00:00
1735873200000,96983.09,97107.61,96832.11,97064.12,316.445395,2025-01-03 03:00:00+00:00
1735876800000,97064.12,97080.5,96767.91,96826.09,341.562384,2025-01-03 04:00:00+00:00
1735880400000,96826.09,96875.99,96580.15,96773.29,344.59252,2025-01-03 05:00:00+00:00
1735884000000,96773.29,96925.91,96520.36,96553.05,393.377842,2025-01-03 06:00:00+00:00
1735887600000,96553.05,96667.85,96291.06,96311.86,556.980502,2025-01-03 07:00:00+00:00
1735891200000,96311.86,96539.83,96100.0,96127.12,548.058912,2025-01-03 08:00:00+00:00
1735894800000,96127.12,96714.56,96101.0,96550.3,540.208098,2025-01-03 09:00:00+00:00
